Price,Adj Close,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,,
2024-08-30,162.59239196777344,163.3800048828125,163.66000366210938,161.69000244140625,162.6199951171875,22123800
2024-09-03,156.60140991210938,157.36000061035156,161.85000610351562,156.47999572753906,161.72000122070312,38945300
2024-09-04,155.69580078125,156.4499969482422,159.0,155.9600067138672,156.66000366210938,19353800
2024-09-05,156.48199462890625,157.24000549316406,159.4499969482422,155.97999572753906,156.3000030517578,18688700
2024-09-06,150.1924591064453,150.9199981689453,157.8300018310547,150.5500030517578,157.3000030517578,37912100
2024-09-09,148.1894989013672,148.7100067138672,153.39999389648438,147.22000122070312,152.50999450683594,39260500
2024-09-10,148.13966369628906,148.66000366210938,151.27000427246094,148.33999633789062,150.4499969482422,31118800
2024-09-11,150.63092041015625,151.16000366210938,151.5,147.52000427246094,149.9199981689453,29607700
2024-09-12,154.1485595703125,154.69000244140625,154.82000732421875,152.64999389648438,153.8000030517578,29695000
2024-09-13,156.90887451171875,157.4600067138672,158.3800048828125,155.2100067138672,155.42999267578125,29591200
2024-09-16,157.5067596435547,158.05999755859375,158.25,156.60000610351562,157.30999755859375,18379800
2024-09-17,158.76234436035156,159.32000732421875,160.5500030517578,158.3800048828125,159.02000427246094,20715600
2024-09-18,159.25062561035156,159.80999755859375,160.5,158.60000610351562,159.86000061035156,23677300
2024-09-19,161.57247924804688,162.13999938964844,163.7899932861328,161.33999633789062,163.7100067138672,26587700
2024-09-20,163.0174102783203,163.58999633789062,163.72999572753906,162.05999755859375,163.5,40896400
2024-09-23,161.28350830078125,161.85000610351562,165.49000549316406,161.6699981689453,164.35000610351562,24150900
2024-09-24,161.72195434570312,162.2899932861328,163.22000122070312,160.69000244140625,163.02999877929688,23332100
2024-09-25,160.9247589111328,161.49000549316406,162.80999755859375,161.3000030517578,161.47000122070312,18869200
2024-09-26,162.16041564941406,162.72999572753906,164.0800018310547,162.27999877929688,163.63999938964844,20319300
2024-09-27,163.3761444091797,163.9499969482422,165.6999969482422,162.6300048828125,162.80999755859375,21101300
2024-09-30,165.26951599121094,165.85000610351562,166.14999389648438,163.25999450683594,163.32000732421875,20413900
2024-10-01,166.40550231933594,166.99000549316406,169.16000366210938,164.5800018310547,167.69000244140625,28338100
2024-10-02,165.2794647216797,165.86000061035156,167.52000427246094,164.72999572753906,166.4199981689453,17760200
2024-10-03,165.2794647216797,165.86000061035156,166.63999938964844,163.9199981689453,164.41000366210938,15073100
2024-10-04,166.47525024414062,167.05999755859375,168.22999572753906,165.47999572753906,168.05999755859375,19047400
2024-10-07,162.4095458984375,162.97999572753906,168.47999572753906,162.75,167.72000122070312,22463100
2024-10-08,163.8046417236328,164.3800048828125,164.72999572753906,162.8699951171875,163.94000244140625,23072700
2024-10-09,161.29345703125,161.86000061035156,164.83999633789062,159.74000549316406,163.4499969482422,31181800
2024-10-10,161.51268005371094,162.0800018310547,163.07000732421875,160.39999389648438,160.8699951171875,14144100
2024-10-11,162.66864013671875,163.24000549316406,163.89999389648438,161.24000549316406,162.1300048828125,15344300
2024-10-14,164.3826141357422,164.9600067138672,166.22999572753906,163.39999389648438,163.63999938964844,19016100
2024-10-15,164.88087463378906,165.4600067138672,167.67999267578125,164.6300048828125,165.7899932861328,20247200
2024-10-16,164.5819091796875,165.16000366210938,165.8000030517578,163.74000549316406,164.52999877929688,16406000
2024-10-17,162.3596954345703,162.92999267578125,166.3699951171875,162.75999450683594,165.72999572753906,21453400
2024-10-18,162.84800720214844,163.4199981689453,164.7100067138672,163.0800018310547,163.19000244140625,19757700
2024-10-21,163.49574279785156,164.07000732421875,164.5,162.6199951171875,162.9499969482422,20946500
2024-10-22,164.56198120117188,165.13999938964844,165.77000427246094,162.97999572753906,162.97999572753906,16568100
2024-10-23,162.21023559570312,162.77999877929688,165.82000732421875,161.92999267578125,164.75999450683594,18280500
2024-10-24,162.15045166015625,162.72000122070312,163.3300018310547,161.00999450683594,162.8300018310547,22412500
2024-10-25,164.6915283203125,165.27000427246094,165.58999633789062,163.4199981689453,163.6699981689453,19828900
2024-10-28,166.13645935058594,166.72000122070312,168.75,163.9499969482422,168.75,32138600
2024-10-29,169.08607482910156,169.67999267578125,170.3800048828125,167.08999633789062,167.72999572753906,42169000
2024-10-30,173.84934997558594,174.4600067138672,182.02000427246094,174.05999755859375,180.67999267578125,68890800
2024-10-31,170.51109313964844,171.11000061035156,176.82000732421875,171.0,173.1300048828125,44769000
2024-11-01,170.69046020507812,171.2899932861328,172.32000732421875,168.8800048828125,170.07000732421875,31796500
2024-11-04,168.6476287841797,169.24000549316406,170.72999572753906,168.00999450683594,169.92999267578125,21492700
2024-11-05,169.14588928222656,169.74000549316406,170.52999877929688,168.83999633789062,169.42999267578125,18242100
2024-11-06,175.89218139648438,176.50999450683594,176.94000244140625,173.5,173.8000030517578,33695500
2024-11-07,180.11734008789062,180.75,181.0800018310547,177.19000244140625,177.41000366210938,25352900
2024-11-08,177.72573852539062,178.35000610351562,180.89999389648438,178.0800018310547,180.64999389648438,22006200
2024-11-11,179.71875,180.35000610351562,180.5500030517578,178.47000122070312,178.5800018310547,17450400
2024-11-12,180.98428344726562,181.6199951171875,182.49000549316406,179.38999938964844,179.82000732421875,25134900
2024-11-13,178.25387573242188,178.8800048828125,180.9600067138672,178.5399932861328,180.4600067138672,23184000
2024-11-14,174.96543884277344,175.5800018310547,178.82000732421875,174.32000732421875,178.27999877929688,31007500
2024-11-15,171.8862762451172,172.49000549316406,174.13999938964844,171.22000122070312,173.72999572753906,32504600
2024-11-18,174.68641662597656,175.3000030517578,175.44000244140625,172.89999389648438,173.4199981689453,20206600
2024-11-19,177.4965362548828,178.1199951171875,178.8699951171875,173.55999755859375,173.72000122070312,23434900
2024-11-20,175.36404418945312,175.97999572753906,177.67999267578125,173.77999877929688,177.33999633789062,18997100
2024-11-21,167.04327392578125,167.6300048828125,174.1300048828125,163.6999969482422,173.89999389648438,59734400
2024-11-22,164.1833038330078,164.75999450683594,166.4600067138672,163.89999389648438,165.85000610351562,38604600
2024-11-25,167.0631866455078,167.64999389648438,168.6300048828125,165.61000061035156,166.08999633789062,33135300
2024-11-26,168.52804565429688,169.1199951171875,169.82000732421875,167.5800018310547,167.6300048828125,20486700
2024-11-27,168.63766479492188,169.22999572753906,169.47999572753906,168.02000427246094,169.0,19266500
2024-11-29,168.358642578125,168.9499969482422,169.42999267578125,167.16000366210938,168.5,14257200
2024-12-02,170.8897705078125,171.49000549316406,172.0800018310547,168.57000732421875,168.77000427246094,23789100
2024-12-03,170.7402801513672,171.33999633789062,172.67999267578125,170.85000610351562,171.49000549316406,22248700
2024-12-04,173.75967407226562,174.3699951171875,174.91000366210938,171.05999755859375,171.14999389648438,31615100
2024-12-05,172.0357208251953,172.63999938964844,176.05999755859375,172.3300018310547,175.36000061035156,21356200
2024-12-06,174.09849548339844,174.7100067138672,175.0800018310547,171.86000061035156,172.02999877929688,21462400
2024-12-09,174.95645141601562,175.3699951171875,176.25999450683594,173.64999389648438,173.9600067138672,25389600
2024-12-10,184.7333526611328,185.1699981689453,186.36000061035156,181.0500030517578,182.85000610351562,54813000
2024-12-11,194.939208984375,195.39999389648438,195.61000061035156,184.85000610351562,185.30999755859375,67894100
2024-12-12,191.50735473632812,191.9600067138672,195.17999267578125,191.7100067138672,195.0,34817500
2024-12-13,189.3723907470703,189.82000732421875,192.72999572753906,189.63999938964844,191.00999450683594,25143500
2024-12-16,196.19625854492188,196.66000366210938,199.0,192.6199951171875,192.8699951171875,44934900
2024-12-17,194.95916748046875,195.4199981689453,201.4199981689453,194.97999572753906,197.25,43504000
2024-12-18,187.9557342529297,188.39999389648438,197.0,187.74000549316406,195.22000122070312,34166100
2024-12-19,188.06546020507812,188.50999450683594,193.02999877929688,188.3800048828125,191.6300048828125,32265200
2024-12-20,190.95863342285156,191.41000366210938,192.88999938964844,185.22000122070312,185.77999877929688,63462900
2024-12-23,194.17103576660156,194.6300048828125,195.10000610351562,190.14999389648438,192.6199951171875,25675000
2024-12-24,195.64755249023438,196.11000061035156,196.11000061035156,193.77999877929688,194.83999633789062,10403300
2024-12-26,195.1387481689453,195.60000610351562,196.75,194.3800048828125,195.14999389648438,12046600
2024-12-27,192.30543518066406,192.75999450683594,195.32000732421875,190.64999389648438,194.9499969482422,18891400
2024-12-30,190.78904724121094,191.24000549316406,192.5500030517578,189.1199951171875,189.8000030517578,14264700
2024-12-31,188.85360717773438,189.3000030517578,191.9600067138672,188.50999450683594,191.0800018310547,17466900
2025-01-02,188.98329162597656,189.42999267578125,192.0,187.5,190.64999389648438,20370800
2025-01-03,191.3377227783203,191.7899932861328,193.2100067138672,189.97999572753906,191.3699951171875,18596200
2025-01-06,196.40576171875,196.8699951171875,198.22000122070312,193.85000610351562,193.97999572753906,29563600
2025-01-07,195.02902221679688,195.49000549316406,201.0,194.60000610351562,197.11000061035156,26487200
2025-01-08,193.49264526367188,193.9499969482422,196.2899932861328,192.3800048828125,192.57000732421875,24864800
2025-01-10,191.58712768554688,192.0399932861328,196.52000427246094,190.30999755859375,194.3000030517578,26665200
2025-01-13,190.5595703125,191.00999450683594,191.17999267578125,187.36000061035156,190.07000732421875,21823700
2025-01-14,189.2127685546875,189.66000366210938,191.97999572753906,188.30999755859375,191.24000549316406,17174900
2025-01-15,195.0888671875,195.5500030517578,196.36000061035156,191.86000061035156,193.08999633789062,21776000
2025-01-16,192.45509338378906,192.91000366210938,195.47999572753906,192.80999755859375,194.13999938964844,17815400
2025-01-17,195.53781127929688,196.0,197.22999572753906,193.75,196.52999877929688,27735100
2025-01-21,197.58297729492188,198.0500030517578,202.2899932861328,197.8699951171875,199.07000732421875,29971300
2025-01-22,197.9022216796875,198.3699951171875,200.47999572753906,197.52999877929688,199.05999755859375,26200600
2025-01-23,197.5131378173828,197.97999572753906,200.3000030517578,195.1999969482422,198.13999938964844,26951400
2025-01-24,199.73788452148438,200.2100067138672,200.89999389648438,198.0,198.10000610351562,23877500
2025-01-27,191.35769653320312,191.80999755859375,196.8800048828125,190.72999572753906,192.41000366210938,41728900
2025-01-28,194.83946228027344,195.3000030517578,195.47999572753906,190.67999267578125,192.75,24157900
2025-01-29,194.94920349121094,195.41000366210938,196.7899932861328,193.42999267578125,195.55999755859375,18218300
2025-01-30,200.39633178710938,200.8699951171875,201.39999389648438,197.6699981689453,198.0,24354700
2025-01-31,203.5388946533203,204.02000427246094,205.47999572753906,201.8000030517578,202.0,32042000
2025-02-03,200.75546264648438,201.22999572753906,203.75,200.10000610351562,200.69000244140625,27838300
2025-02-04,205.89334106445312,206.3800048828125,207.0500030517578,202.80999755859375,203.38999938964844,43856400
2025-02-05,190.8788299560547,191.3300018310547,192.75,188.02999877929688,191.07000732421875,70373900
2025-02-06,191.148193359375,191.60000610351562,192.10000610351562,188.72000122070312,189.5,29297400
2025-02-07,184.90293884277344,185.33999633789062,191.17999267578125,183.24000549316406,191.0500030517578,49315000
2025-02-10,186.03028869628906,186.47000122070312,188.1999969482422,185.86000061035156,187.35000610351562,23105600
2025-02-11,184.8830108642578,185.32000732421875,186.94000244140625,184.27999877929688,185.02999877929688,21239500
2025-02-12,183.17701721191406,183.61000061035156,185.11000061035156,181.8300018310547,183.22000122070312,22072600
2025-02-13,185.70106506347656,186.13999938964844,186.27999877929688,183.13999938964844,184.32000732421875,21402500
2025-02-14,184.79319763183594,185.22999572753906,186.39999389648438,184.32000732421875,185.05999755859375,20448400
2025-02-18,183.33665466308594,183.77000427246094,185.9600067138672,181.74000549316406,185.60000610351562,29916700
2025-02-19,184.83311462402344,185.27000427246094,185.4600067138672,183.58999633789062,184.07000732421875,19549400
2025-02-20,184.12478637695312,184.55999755859375,185.30999755859375,182.72000122070312,184.8000030517578,20441500
2025-02-21,179.23634338378906,179.66000366210938,185.33999633789062,179.0800018310547,185.14999389648438,35199200
2025-02-24,178.8273162841797,179.25,183.1199951171875,178.88999938964844,181.99000549316406,29854200
2025-02-25,175.00633239746094,175.4199981689453,178.74000549316406,174.69000244140625,178.0399932861328,41913400
2025-02-26,172.3226776123047,172.72999572753906,176.0800018310547,171.5800018310547,175.07000732421875,35431300
2025-02-27,168.1026611328125,168.5,174.55999755859375,167.94000244140625,173.99000549316406,39991000
2025-02-28,169.8784637451172,170.27999877929688,170.61000061035156,166.77000427246094,168.67999267578125,48130600
2025-03-03,166.6161651611328,167.00999450683594,173.3699951171875,165.92999267578125,171.92999267578125,40770500
2025-03-04,170.51695251464844,170.9199981689453,173.2899932861328,165.8000030517578,166.24000549316406,45388000
2025-03-05,172.6120147705078,173.02000427246094,173.77999877929688,169.05999755859375,170.52000427246094,30954900
2025-03-06,171.94358825683594,172.35000610351562,174.80999755859375,170.5,170.52999877929688,28302000
2025-03-07,173.45001220703125,173.86000061035156,174.97000122070312,170.27000427246094,171.25999450683594,27385800
2025-03-10,165.66943359375,165.8699951171875,168.4600067138672,163.69000244140625,168.25999450683594,43604000
2025-03-11,163.84164428710938,164.0399932861328,166.75,161.3699951171875,164.91000366210938,39587400
2025-03-12,166.90794372558594,167.11000061035156,167.63999938964844,163.52999877929688,166.5800018310547,28372400
2025-03-13,162.56320190429688,162.75999450683594,166.1300048828125,162.11000061035156,166.0399932861328,31756200
2025-03-14,165.28990173339844,165.49000549316406,166.49000549316406,162.4499969482422,163.27000427246094,31995900
2025-03-17,164.09133911132812,164.2899932861328,166.3000030517578,163.6699981689453,165.02999877929688,31184300
2025-03-18,160.47572326660156,160.6699981689453,164.25,156.72000122070312,163.67999267578125,42074800
2025-03-19,163.69183349609375,163.88999938964844,165.8699951171875,161.0,161.75999450683594,34275600
2025-03-20,162.6031494140625,162.8000030517578,164.88999938964844,160.9600067138672,161.57000732421875,28138500
2025-03-21,163.79171752929688,163.99000549316406,164.24000549316406,160.88999938964844,161.2100067138672,36625800
2025-03-24,167.4772491455078,167.67999267578125,168.32000732421875,165.13999938964844,167.07000732421875,30879100
2025-03-25,170.353759765625,170.55999755859375,170.6300048828125,168.32000732421875,168.97999572753906,24174400
2025-03-26,164.86041259765625,165.05999755859375,169.61000061035156,164.83999633789062,169.0,28901600
2025-03-27,162.04383850097656,162.24000549316406,165.4199981689453,162.0,164.6300048828125,24508300
2025-03-28,154.14340209960938,154.3300018310547,161.82000732421875,153.6300048828125,160.49000549316406,48669300
2025-03-31,154.45301818847656,154.63999938964844,155.5399932861328,150.66000366210938,153.11000061035156,54603500
2025-04-01,156.8800811767578,157.07000732421875,158.10000610351562,153.6199951171875,153.6199951171875,30672900
2025-04-02,156.85011291503906,157.0399932861328,158.41000366210938,154.6999969482422,155.14999389648438,25041700
2025-04-03,150.5377655029297,150.72000122070312,152.77999877929688,150.38999938964844,151.11000061035156,46883400
2025-04-04,145.4239501953125,145.60000610351562,151.07000732421875,145.3800048828125,148.00999450683594,62259500
2025-04-07,146.5725555419922,146.75,152.85000610351562,140.52999877929688,141.5500030517578,76794100
2025-04-08,144.52503967285156,144.6999969482422,152.24000549316406,143.02999877929688,151.22000122070312,52200200
2025-04-09,158.51809692382812,158.7100067138672,159.5500030517578,143.91000366210938,144.4199981689453,70406200
2025-04-10,152.63522338867188,152.82000732421875,157.72000122070312,149.92999267578125,156.5399932861328,48022000
2025-04-11,156.9499969482422,157.13999938964844,157.6699981689453,152.82000732421875,152.89999389648438,33636200
2025-04-14,158.87767028808594,159.07000732421875,161.72000122070312,157.55999755859375,160.0,30333000
2025-04-15,156.12100219726562,156.30999755859375,159.64999389648438,155.2100067138672,159.1300048828125,27551500
2025-04-16,153.1446075439453,153.3300018310547,155.88999938964844,151.50999450683594,153.10000610351562,28187400
2025-04-17,150.97723388671875,151.16000366210938,154.67999267578125,148.5,154.2899932861328,32938500
2025-04-21,147.49143981933594,147.6699981689453,148.9499969482422,146.10000610351562,148.8800048828125,26049100
2025-04-22,151.28684997558594,151.47000122070312,152.19000244140625,148.5399932861328,148.88999938964844,26971800
2025-04-23,155.16217041015625,155.35000610351562,157.52999877929688,153.80999755859375,155.61000061035156,31128800
2025-04-24,159.08740234375,159.27999877929688,159.58999633789062,155.7899932861328,156.14999389648438,45894000
2025-04-25,161.76417541503906,161.9600067138672,166.10000610351562,161.0399932861328,165.07000732421875,56034000
2025-04-28,160.41580200195312,160.61000061035156,163.14999389648438,158.60000610351562,162.42999267578125,29745800
2025-04-29,159.9663543701172,160.16000366210938,160.74000549316406,157.52000427246094,160.32000732421875,26809000
2025-04-30,158.6079864501953,158.8000030517578,159.27000427246094,155.39999389648438,157.97999572753906,34981100
2025-05-01,161.10496520996094,161.3000030517578,161.9499969482422,158.91000366210938,160.4499969482422,30203200
2025-05-02,163.8316650390625,164.02999877929688,164.97000122070312,161.8699951171875,163.41000366210938,25715000
2025-05-05,164.01145935058594,164.2100067138672,165.38999938964844,162.72000122070312,163.0,21341800
2025-05-06,163.03262329101562,163.22999572753906,164.8000030517578,161.19000244140625,162.1699981689453,21277200
2025-05-07,151.19696044921875,151.3800048828125,165.0,147.83999633789062,164.0800018310547,127490100
2025-05-08,154.0934600830078,154.27999877929688,155.92999267578125,152.89999389648438,155.0,57498700
2025-05-09,152.5653076171875,152.75,155.0500030517578,152.1999969482422,154.1699981689453,32435300
2025-05-12,158.26840209960938,158.4600067138672,159.10000610351562,156.25,157.49000549316406,44138800
2025-05-13,159.33709716796875,159.52999877929688,160.57000732421875,156.16000366210938,158.7899932861328,42382100
2025-05-14,165.1700439453125,165.3699951171875,167.0,159.61000061035156,159.9600067138672,48755900
2025-05-15,163.76174926757812,163.9600067138672,166.2100067138672,162.3699951171875,165.83999633789062,33146700
2025-05-16,165.9890594482422,166.19000244140625,169.35000610351562,165.6199951171875,167.72999572753906,42846900
2025-05-19,166.338623046875,166.5399932861328,166.63999938964844,164.22000122070312,164.50999450683594,30426100
2025-05-20,163.78172302246094,163.97999572753906,168.5,162.89999389648438,166.42999267578125,46607700
2025-05-21,168.35618591308594,168.55999755859375,173.13999938964844,163.55999755859375,163.69000244140625,73416000
2025-05-22,170.66339111328125,170.8699951171875,176.77000427246094,170.7100067138672,171.85000610351562,74864400
2025-05-23,168.26629638671875,168.47000122070312,169.9600067138672,167.88999938964844,169.05999755859375,35211400
2025-05-27,172.69093322753906,172.89999389648438,173.1699981689453,170.0,170.16000366210938,37995700
2025-05-28,172.15159606933594,172.36000061035156,175.27000427246094,171.91000366210938,173.16000366210938,34784000
2025-05-29,171.65219116210938,171.86000061035156,174.4199981689453,170.6300048828125,174.0,29373800
2025-05-30,171.5323486328125,171.74000549316406,172.2100067138672,167.44000244140625,171.35000610351562,52639900
2025-06-02,168.82562255859375,169.02999877929688,169.8699951171875,167.38999938964844,167.83999633789062,38612300
2025-06-03,165.97906494140625,166.17999267578125,168.47999572753906,165.27999877929688,167.49000549316406,45084900
2025-06-04,167.8468017578125,168.0500030517578,168.22000122070312,166.36000061035156,166.74000549316406,26900800
2025-06-05,168.00662231445312,168.2100067138672,170.92999267578125,167.58999633789062,170.33999633789062,36379100
2025-06-06,173.46998596191406,173.67999267578125,174.5,170.8300018310547,170.8300018310547,35731800
2025-06-09,176.08999633789062,176.08999633789062,176.47000122070312,174.3699951171875,174.5399932861328,28935900
2025-06-10,178.60000610351562,178.60000610351562,181.11000061035156,174.91000366210938,176.1999969482422,61766100
2025-06-11,177.35000610351562,177.35000610351562,180.3699951171875,176.75,179.77000427246094,31646800
2025-06-12,175.6999969482422,175.6999969482422,176.72000122070312,174.75,176.17999267578125,20941900
2025-06-13,174.6699981689453,174.6699981689453,177.1300048828125,172.38999938964844,172.44000244140625,27663100
2025-06-16,176.77000427246094,176.77000427246094,176.94000244140625,174.64999389648438,174.72999572753906,27389200
2025-06-17,175.9499969482422,175.9499969482422,177.36000061035156,174.5800018310547,175.6999969482422,24973000
2025-06-18,173.32000732421875,173.32000732421875,176.55999755859375,173.1999969482422,176.00999450683594,28707500
2025-06-20,166.63999938964844,166.63999938964844,174.33999633789062,165.4600067138672,173.9499969482422,75659900
2025-06-23,165.19000244140625,165.19000244140625,167.33999633789062,162.0,166.27000427246094,57671000
2025-06-24,166.77000427246094,166.77000427246094,168.22000122070312,166.1300048828125,166.9199981689453,40457100
2025-06-25,171.2899932861328,171.2899932861328,171.6999969482422,167.5500030517578,167.77000427246094,12890347
